id,pdf_url
191,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/d5d2ee8f-766b-4b66-8ae5-98c8601c05ef
192,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/4c37b388-4619-484f-8c55-557e346db37e
193,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/feacfc4f-2ff8-498f-82ba-f92e9ac959b4
194,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/6fc3c9b7-429a-40d3-8104-aee7aafb8ab1
195,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/af3071df-17c9-49a7-871d-86ad035bffe2
196,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/49eb9e34-84e8-4e0f-8343-3841dc52f1d3
197,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/93a3ba5a-d67e-4c4f-8fc2-c0aa7e991179
198,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/6b500ded-dd38-4afd-8c87-52396ed34bc2
199,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/73879954-a524-4f85-8cc4-00f1edff894f
200,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/219b6ea6-7bde-4215-85b7-f91520609ac4
201,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/2fb26382-ac37-4d72-8bed-160aef48840e
202,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/83289431-9d25-4168-82da-0c0e7a837c4c
203,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/9075fe6e-f086-4933-8ee3-dd7a7e784b00
204,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/321695a7-9963-45d3-8697-c12b0477eb78
205,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/a5d2899b-da26-4aa0-8357-7fafd000df6a
206,https://edx.netl.doe.gov/dataset/7a532e71-320f-41f1-a024-498fc67d1af7/resource/d5b54858-24f9-4117-8e94-dcfc88d6ce74
207,https://edx.netl.doe.gov/dataset/08cc3341-c204-432e-9e55-ba51e542759d/resource/2903f1dd-7dd4-4f20-8728-8fa76398e2f5
208,https://edx.netl.doe.gov/dataset/08cc3341-c204-432e-9e55-ba51e542759d/resource/c536ceb0-7d33-4185-89c6-efddecef4ff3
209,https://edx.netl.doe.gov/dataset/08cc3341-c204-432e-9e55-ba51e542759d/resource/aad59c76-070a-4e3f-8f29-86fc49accc8a
210,https://edx.netl.doe.gov/dataset/08cc3341-c204-432e-9e55-ba51e542759d/resource/d2e29218-8b6c-4e54-83fd-165afeacb1f4
211,https://edx.netl.doe.gov/dataset/08cc3341-c204-432e-9e55-ba51e542759d/resource/88270ea4-9d25-4dd9-80ad-35c15d315614
212,https://edx.netl.doe.gov/dataset/08cc3341-c204-432e-9e55-ba51e542759d/resource/41d7e5e7-9992-416d-8529-ba1da84ed055
213,https://edx.netl.doe.gov/dataset/08cc3341-c204-432e-9e55-ba51e542759d/resource/f5505e22-0207-44a8-8b3b-5bb07ec379b6
214,https://edx.netl.doe.gov/dataset/08cc3341-c204-432e-9e55-ba51e542759d/resource/115dc3f9-73c3-4593-885c-66d7aad39b59
215,https://edx.netl.doe.gov/dataset/08cc3341-c204-432e-9e55-ba51e542759d/resource/a3b0c833-7fa6-411e-8384-b1c8393595c0
216,https://edx.netl.doe.gov/dataset/08cc3341-c204-432e-9e55-ba51e542759d/resource/c398f10d-6aa7-442e-82e5-86133285ead6
217,https://edx.netl.doe.gov/dataset/08cc3341-c204-432e-9e55-ba51e542759d/resource/92015df3-137f-484d-8469-068ad959866a
218,https://edx.netl.doe.gov/dataset/08cc3341-c204-432e-9e55-ba51e542759d/resource/9bc2e591-8250-4ddd-8a0a-3068fb1ad5c9
219,https://edx.netl.doe.gov/dataset/08cc3341-c204-432e-9e55-ba51e542759d/resource/8bd9af31-f865-4a0e-83a2-020b3b148a87
220,https://edx.netl.doe.gov/dataset/08cc3341-c204-432e-9e55-ba51e542759d/resource/47743cd4-07b1-404d-880d-18e0c9818f17
221,https://edx.netl.doe.gov/dataset/08cc3341-c204-432e-9e55-ba51e542759d/resource/9e9f4906-d179-4072-8fb8-852687fc2742
222,https://edx.netl.doe.gov/dataset/08cc3341-c204-432e-9e55-ba51e542759d/resource/c5f6824c-967b-4d51-820b-0073480ef87b
223,https://edx.netl.doe.gov/dataset/08cc3341-c204-432e-9e55-ba51e542759d/resource/02cdd1fb-55b6-43df-8b6a-6007113e733e
224,https://edx.netl.doe.gov/dataset/08cc3341-c204-432e-9e55-ba51e542759d/resource/07dbf897-5da9-4ef5-821d-67930ae41476
